time,LPos,RPos,LRef,RRef,LPWM,RPWM,GyroX,GyroY,GyroZ,AX,AY,AZ,LEMF,REMF,BAT
9130114,11310,-21246,12791,-19977,0,0,-487,-104,283,-322,-4,-4014,9.74,9.772,912
9140114,12268,-20287,13774,-18994,0,0,155,-367,-308,-499,98,-4252,9.181,9.192,912
9150115,13244,-19289,14757,-18011,0,0,218,-613,-440,-976,609,-4962,9.356,9.563,912
9160115,14221,-18350,15740,-17028,0,0,265,-1025,-236,-355,577,-4655,9.367,9.001,912
9170115,15199,-17393,16723,-16045,0,0,349,-1434,-290,-302,-61,-4048,9.381,9.184,912
9180115,16200,-16383,17706,-15061,0,0,-1041,-80,171,-186,-267,-4201,9.601,9.68,912
9190115,17181,-15501,18690,-14078,0,0,118,354,839,-739,21,-4450,9.399,8.457,912
9200116,18175,-14604,19673,-13095,0,0,-326,405,595,-1733,-682,-4717,9.529,8.602,912
9210116,19131,-13587,20656,-12112,0,0,-152,367,-133,-795,-233,-3740,9.17,9.742,912
9220116,20130,-12719,21639,-11129,0,0,-385,-106,-143,-272,115,-3767,9.576,8.331,912
9230116,21099,-11781,22622,-10146,0,0,-314,229,180,-249,710,-4720,9.294,8.985,912
9240117,22096,-10817,23605,-9163,0,0,85,-33,-149,200,1257,-4813,9.555,9.244,912
9250117,23067,-9859,24588,-8180,0,0,-574,285,-232,282,655,-4058,9.313,9.189,912
9260117,24061,-8860,25571,-7197,0,0,-29,107,-175,819,73,-3626,9.529,9.574,912
9270117,25032,-7874,26554,-6214,0,0,-178,156,-110,859,-188,-4504,9.304,9.454,912
9280118,26008,-6841,27537,-5231,0,0,-21,157,-137,1018,170,-4257,9.363,9.899,912
9290118,26937,-5847,28520,-4248,0,0,110,140,-81,608,361,-3894,8.902,9.531,912
9300118,27940,-4867,29503,-3265,0,0,29,243,-121,591,320,-4123,9.619,9.4,912
9310118,28920,-3866,30486,-2282,0,0,151,60,-231,525,374,-3938,9.396,9.597,912
9320118,29924,-2899,31469,-1299,0,0,79,230,-229,254,270,-3749,9.62,9.273,912
9330119,30902,-1896,32452,-316,0,0,244,239,-324,222,257,-4021,9.384,9.615,912
9340119,31868,-922,-32100,667,0,0,357,153,-291,-36,459,-3897,9.254,9.335,912
9350119,-32670,88,-31117,1651,0,0,434,248,-347,25,469,-3918,9.567,9.684,912
9360119,-31685,1062,-30134,2634,0,0,585,212,-367,-6,414,-3931,9.446,9.342,912
9370120,-30729,2051,-29151,3617,0,0,614,232,-378,68,312,-3911,9.163,9.482,912
9380120,-29711,3046,-28168,4600,0,0,598,91,-467,97,169,-3754,9.769,9.538,912
9390120,-28737,4012,-27185,5583,0,0,834,241,-648,-20,277,-3761,9.329,9.26,912
9400120,-27741,4993,-26202,6566,0,0,911,58,-572,39,417,-3775,9.552,9.405,912
9410121,-26749,5955,-25219,7549,0,0,1054,70,-551,16,236,-3879,9.514,9.217,912
9420121,-25766,6964,-24236,8532,0,0,992,-44,-432,40,-80,-3941,9.426,9.678,912
9430121,-24779,7913,-23253,9515,0,0,1072,-48,-389,-118,-181,-3830,9.462,9.098,912
9440121,-23765,8925,-22270,10498,0,0,947,-93,-319,-167,-340,-3928,9.722,9.7,912
9450121,-22801,9921,-21287,11481,0,0,917,-132,-261,-227,-411,-3924,9.243,9.553,912
9460122,-21803,10904,-20304,12464,0,0,-11,-240,65,-409,-351,-3994,9.561,9.42,912
9470122,-20862,11832,-19321,13447,0,0,-22,-302,470,-785,-564,-4421,9.029,8.9,912
9480122,-19875,12798,-18338,14430,0,0,75,-21,508,-1357,-1227,-5191,9.462,9.259,912
9490122,-18898,13792,-17355,15413,0,0,104,56,594,-1010,-1117,-4846,9.36,9.534,912
9500123,-17906,14740,-16372,16397,0,0,4,56,637,-579,-233,-3811,9.516,9.089,912
9510123,-16930,15714,-15388,17380,0,0,-580,-761,1204,-157,353,-3414,9.359,9.34,912
9520123,-15933,16746,-14405,18363,0,0,-695,-1584,1711,-317,824,-3724,9.558,9.889,912
9530123,-14966,17734,-13422,19346,0,0,815,-868,1224,-213,270,-4729,9.265,9.471,912
9540123,-13944,18844,-12439,20329,0,0,-307,370,133,-532,-680,-5575,9.799,10.648,912
9550124,-12960,19866,-11456,21312,0,0,8,658,-385,-916,73,-4229,9.435,9.792,912
9560124,-11925,20851,-10473,22295,0,0,571,89,-458,-260,301,-2984,9.92,9.451,912
9570124,-10961,21879,-9490,23278,0,0,-142,276,-302,88,-77,-4289,9.245,9.851,912
9580124,-10003,22867,-8507,24261,0,0,95,43,346,368,-904,-5468,9.188,9.475,912
9590125,-9045,23838,-7524,25244,0,0,379,160,912,1023,-1571,-4264,9.184,9.31,912
9600125,-8063,24826,-6541,26227,0,0,-21,95,826,1051,-548,-3584,9.413,9.474,912
9610125,-7053,25807,-5558,27210,0,0,-18,132,456,822,501,-4641,9.681,9.402,912
9620125,-6102,26788,-4575,28193,0,0,212,147,201,589,201,-3987,9.115,9.405,912
9630126,-5126,27760,-3592,29176,0,0,-53,129,49,220,-239,-3387,9.365,9.322,912
9640126,-4145,28759,-2609,30159,0,0,-198,166,100,285,-402,-4305,9.4,9.57,912
9650126,-3161,29745,-1626,31142,0,0,16,165,277,125,-520,-3994,9.44,9.456,912
9660126,-2157,30740,-642,32126,0,0,-169,171,361,-321,-374,-3534,9.623,9.538,912
9670126,-1171,31711,341,-32427,0,0,-364,249,389,-117,13,-4122,9.452,9.31,912
9680127,-164,32701,1324,-31444,0,0,-348,186,510,-102,-443,-3984,9.655,9.494,912
9690127,788,-31847,2307,-30461,0,0,-617,231,501,-134,-727,-3910,9.126,9.472,912
9700127,1792,-30866,3290,-29478,0,0,-510,205,496,101,-9,-3929,9.628,9.407,912
9710127,2793,-29874,4273,-28495,0,0,-440,148,664,28,-54,-3666,9.595,9.508,912
9720128,3804,-28876,5256,-27512,0,0,-780,144,480,134,-367,-3789,9.694,9.57,912
9730128,4749,-27892,6239,-26529,0,0,-591,174,380,382,107,-4080,9.057,9.432,912
9740128,5737,-26893,7222,-25546,0,0,-508,162,354,-19,-7,-3510,9.475,9.578,912
9750128,6707,-25898,8205,-24563,0,0,-416,151,317,39,56,-3734,9.296,9.544,912
9760129,7653,-24923,9188,-23580,0,0,-502,102,331,-169,117,-3793,9.071,9.348,912
9770129,8666,-23923,10171,-22597,0,0,-547,-4,345,-257,-5,-3897,9.717,9.585,912
9780129,9669,-22948,11154,-21614,0,0,-692,-88,445,-261,-187,-4232,9.614,9.341,912
9790129,10634,-21959,12137,-20631,0,0,-876,-135,515,-273,-219,-4236,9.249,9.485,912
9800129,11628,-20948,13120,-19648,0,0,-310,-279,267,-292,-139,-4071,9.536,9.694,912
9810130,12581,-19990,14103,-18665,0,0,152,-596,-215,-763,91,-4539,9.133,9.186,912
9820130,13597,-19029,15086,-17682,0,0,130,-854,-250,-898,626,-5061,9.745,9.211,912
9830130,14569,-18066,16070,-16698,0,0,233,-1282,-188,-316,494,-4640,9.312,9.236,912
9840130,15539,-17062,17053,-15715,0,0,-405,-953,-86,-266,-159,-4165,9.301,9.627,912
9850131,16521,-16052,18036,-14732,0,0,-552,351,656,-252,-226,-3954,9.417,9.684,912
9860131,17518,-15160,19019,-13749,0,0,-235,376,719,-1388,-387,-4342,9.56,8.548,912
9870131,18510,-14267,20002,-12766,0,0,69,530,110,-1384,-401,-4155,9.51,8.56,912
9880131,19495,-13378,20985,-11783,0,0,-479,155,-351,-613,73,-4015,9.443,8.526,912
9890131,20465,-12436,21968,-10800,0,0,-291,51,42,-373,422,-4106,9.298,9.034,912
9900132,21455,-11466,22951,-9817,0,0,-117,111,143,-171,615,-4847,9.492,9.293,912
9910132,22422,-10516,23934,-8834,0,0,-328,110,-175,271,1011,-4409,9.268,9.112,912
9920132,23389,-9504,24917,-7851,0,0,-124,123,-129,620,643,-3831,9.271,9.699,912
9930132,24351,-8535,25900,-6868,0,0,-221,255,-70,1024,-84,-4286,9.23,9.29,912
9940133,25327,-7529,26883,-5885,0,0,27,-8,-99,1037,13,-4194,9.35,9.648,912
9950133,26288,-6523,27866,-4902,0,0,-39,249,-14,702,259,-4170,9.216,9.64,912
9960133,27294,-5542,28849,-3919,0,0,72,132,-144,604,324,-4073,9.648,9.404,912
9970133,28281,-4547,29832,-2936,0,0,-22,126,-178,575,357,-4049,9.459,9.543,912
9980134,29260,-3565,30816,-1952,0,0,129,232,-277,402,267,-3779,9.393,9.419,912
9990134,30247,-2535,31799,-969,0,0,256,174,-186,239,261,-3959,9.46,9.868,912
31235,-1559,-32754,14,0,0,223,228,-240,149,243,-3894,9.47,9.357,912,
32241,-577,-31771,997,0,0,326,257,-309,40,431,-3787,9.649,9.418,912,
-32358,388,-30788,1980,0,0,558,188,-361,106,391,-3999,8.975,9.253,912,
-31380,1376,-29805,2963,0,0,614,228,-372,66,441,-3866,9.376,9.469,912,
-30389,2392,-28822,3946,0,0,594,199,-357,74,314,-3832,9.505,9.742,912,
-29399,3339,-27839,4929,0,0,694,24,-410,61,235,-3818,9.489,9.083,912,
-28366,4329,-26856,5912,0,0,831,182,-563,-7,205,-3984,9.911,9.488,912,
-27424,5301,-25873,6895,0,0,889,90,-566,-21,337,-3699,9.03,9.32,912,
-26461,6297,-24890,7878,0,0,1006,-4,-527,-53,234,-3729,9.225,9.545,912,
-25466,7277,-23907,8861,0,0,1063,-45,-437,-96,-24,-3888,9.547,9.397,912,
-24423,8253,-22924,9844,0,0,1022,-42,-344,-136,-225,-3972,9.998,9.359,912,
-23467,9213,-21941,10827,0,0,958,-64,-296,-198,-297,-3942,9.162,9.201,912,
-22496,10251,-20958,11810,0,0,851,-100,-231,-304,-385,-4004,9.31,9.956,912,
-21527,11166,-19975,12793,0,0,-299,-287,255,-462,-516,-4044,9.29,8.771,912,
-20547,12166,-18992,13776,0,0,126,-112,516,-1108,-690,-4563,9.393,9.585,912,
-19565,13152,-18008,14760,0,0,47,20,517,-1123,-1254,-5275,9.42,9.453,912,
-18560,14103,-17025,15743,0,0,100,134,522,-982,-770,-4394,9.635,9.122,912,
-17562,15084,-16042,16726,0,0,-75,-213,732,-365,40,-3705,9.565,9.402,912,
-16558,16098,-15059,17709,0,0,-674,-923,1312,-288,478,-3467,9.627,9.72,912,
-15603,17091,-14076,18692,0,0,-521,-1658,1763,-171,543,-4196,9.155,9.525,912,
-14595,18120,-13093,19675,0,0,940,-656,1135,-227,-84,-4812,9.665,9.864,912,
-13627,19169,-12110,20658,0,0,-458,684,-35,-779,-575,-5395,9.286,10.057,912,
-12630,20211,-11127,21641,0,0,298,655,-557,-859,253,-3969,9.559,9.994,912,
-11684,21153,-10144,22624,0,0,334,-75,-445,-186,349,-2790,9.068,9.029,912,
-10699,22187,-9161,23607,0,0,13,329,-119,302,39,-4634,9.441,9.914,912,
-9712,23193,-8178,24590,0,0,194,127,683,707,-1383,-5672,9.467,9.637,912,
-8688,24181,-7195,25573,0,0,190,-33,1151,1257,-1797,-3917,9.813,9.476,912,
-7717,25173,-6212,26556,0,0,-55,169,689,1088,-287,-3597,9.309,9.508,912,
-6744,26156,-5229,27539,0,0,-56,91,246,553,734,-4569,9.326,9.432,912,
-5712,27126,-4246,28522,0,0,227,138,29,506,184,-4015,9.9,9.299,912,
-4753,28126,-3262,29506,0,0,-72,143,-19,49,-322,-3287,9.196,9.582,912,
-3772,29104,-2279,30489,0,0,-252,167,105,154,-353,-4316,9.403,9.38,912,
-2815,30079,-1296,31472,0,0,-11,161,291,124,-587,-4145,9.177,9.349,912,
-1818,31056,-313,32455,0,0,-305,175,331,-454,-503,-3481,9.554,9.364,912,
-828,32043,670,-32098,0,0,-368,253,372,-78,70,-4210,9.489,9.467,912,
133,-32507,1653,-31115,0,0,-227,218,528,-45,-328,-3809,9.218,9.446,912,
1126,-31531,2636,-30132,0,0,-495,314,288,-86,-621,-3903,9.519,9.361,912,
2092,-30552,3619,-29149,0,0,-414,261,235,311,-58,-4123,9.264,9.382,912,
3074,-29562,4602,-28166,0,0,-359,177,511,88,-234,-3428,9.408,9.495,912,
4086,-28579,5585,-27183,0,0,-550,178,323,276,-287,-3756,9.705,9.423,912,
5096,-27586,6568,-26200,0,0,-491,159,238,410,167,-3933,9.683,9.524,912,
6102,-26584,7551,-25217,0,0,-496,148,288,9,-149,-3651,9.647,9.603,912,
7083,-25590,8534,-24234,0,0,-568,72,326,-105,-169,-3734,9.41,9.529,912,
8056,-24598,9517,-23251,0,0,-821,-112,441,-189,35,-3993,9.325,9.517,912,
9030,-23599,10500,-22268,0,0,-803,-148,673,-362,-23,-4051,9.334,9.577,912,
10032,-22588,11483,-21285,0,0,-987,-194,803,-260,-185,-4120,9.614,9.693,912,
11010,-21557,12466,-20302,0,0,-797,-238,696,-257,-157,-4116,9.372,9.877,912,
11978,-20614,13450,-19318,0,0,8,-412,-45,-548,-7,-4207,9.282,9.039,912,
12959,-19660,14433,-18335,0,0,228,-642,-451,-1025,517,-5078,9.408,9.148,912,
13930,-18672,15416,-17352,0,0,251,-945,-314,-622,682,-4778,9.306,9.479,912,
14873,-17704,16399,-16369,0,0,310,-1316,-195,-341,313,-4158,9.04,9.28,912,
15840,-16761,17382,-15386,0,0,-1020,-54,201,-186,-271,-3878,9.273,9.041,912,
16842,-15862,18365,-14403,0,0,-74,294,871,-496,-261,-4112,9.603,8.614,912,
17787,-14901,19348,-13420,0,0,-345,356,548,-1753,-585,-4753,9.059,9.216,912,
18789,-13990,20331,-12437,0,0,67,461,-154,-1032,-123,-4181,9.612,8.737,912,
19761,-13048,21314,-11454,0,0,-592,6,-339,-468,18,-3836,9.322,9.03,912,
20746,-12121,22297,-10471,0,0,-301,185,156,-361,416,-4073,9.438,8.891,912,
21739,-11188,23280,-9488,0,0,-3,30,137,-92,904,-4905,9.522,8.938,912,
22738,-10235,24263,-8505,0,0,-434,113,-39,394,932,-4523,9.577,9.138,912,
23736,-9193,25246,-7522,0,0,-233,118,-28,650,339,-3483,9.564,9.994,912,
24694,-8186,26229,-6539,0,0,3,180,-50,1065,-209,-4428,9.191,9.649,912,
25678,-7212,27212,-5556,0,0,21,94,-94,1213,132,-4538,9.431,9.342,912,
26638,-6183,28195,-4572,0,0,-68,157,-172,690,472,-3674,9.21,9.868,912,
27629,-5183,29179,-3589,0,0,107,216,-111,620,420,-4049,9.5,9.582,912,
28647,-4232,30162,-2606,0,0,156,147,-146,425,286,-4207,9.755,9.12,912,
29609,-3184,31145,-1623,0,0,41,232,-251,315,193,-3781,9.225,10.052,912,
30537,-2205,32128,-640,0,0,235,184,-267,274,201,-3756,8.897,9.384,912,
31585,-1233,-32425,343,0,0,385,204,-209,161,355,-3931,10.048,9.316,912,
32552,-237,-31442,1326,0,0,342,252,-305,147,420,-4058,9.271,9.548,912,
-32025,742,-30459,2309,0,0,537,208,-365,-18,440,-3769,9.191,9.388,912,
-31030,1726,-29476,3292,0,0,589,195,-273,84,288,-3836,9.544,9.434,912,
-30034,2730,-28493,4275,0,0,691,150,-335,132,270,-3933,9.55,9.625,912,
-29061,3693,-27510,5258,0,0,575,51,-449,2,186,-3760,9.325,9.232,912,
-28050,4677,-26527,6241,0,0,897,92,-534,-44,257,-3921,9.692,9.437,912,
-27082,5590,-25544,7224,0,0,892,120,-563,-127,349,-3835,9.284,8.749,912,
-26092,6617,-24561,8207,0,0,1111,10,-537,-180,321,-3631,9.486,9.846,912,
-25120,7596,-23578,9190,0,0,1084,-35,-495,-58,-45,-4090,9.327,9.389,912,
-24137,8584,-22595,10173,0,0,1066,-36,-350,-209,-217,-3965,9.419,9.475,912,
-23140,9569,-21611,11156,0,0,924,-81,-311,-233,-367,-3933,9.557,9.441,912,
-22177,10492,-20628,12140,0,0,421,-112,-160,-369,-517,-3955,9.24,8.853,912,
-21189,11464,-19645,13123,0,0,-172,-184,405,-539,-537,-4125,9.466,9.312,912,
-20204,12488,-18662,14106,0,0,4,-20,506,-1138,-921,-4855,9.45,9.822,912,
-19242,13416,-17679,15089,0,0,171,81,550,-1123,-1147,-5038,9.219,8.896,912,
-18286,14412,-16696,16072,0,0,87,70,577,-692,-435,-4279,9.167,9.553,912,
-17288,15381,-15713,17055,0,0,-402,-650,1002,-300,212,-3575,9.568,9.29,912,
-16260,16390,-14730,18038,0,0,-541,-1411,1687,-381,650,-3622,9.853,9.671,912,
-15263,17397,-13747,19021,0,0,-44,-1609,1700,-97,361,-4509,9.557,9.65,912,
-14290,18595,-12764,20004,0,0,384,235,612,-216,-566,-4954,9.334,11.486,912,
-13305,19613,-11781,20987,0,0,-228,1010,-272,-798,-246,-4936,9.441,9.759,912,
-12325,20612,-10798,21970,0,0,572,106,-528,-528,368,-3257,9.396,9.586,912,
-11293,21590,-9815,22953,0,0,111,151,-395,-130,263,-3939,9.893,9.37,912,
-10293,22557,-8832,23936,0,0,-32,87,137,353,-531,-4974,9.585,9.272,912,
-9346,23521,-7849,24919,0,0,137,115,836,760,-1739,-4682,9.082,9.248,912,
-8347,24522,-6866,25902,0,0,127,70,897,1181,-1076,-3919,9.583,9.594,912,
-7369,25500,-5883,26886,0,0,44,147,516,779,266,-4295,9.376,9.379,912,
-6412,26467,-4899,27869,0,0,110,122,178,454,455,-3913,9.175,9.269,912,
-5424,27443,-3916,28852,0,0,27,125,5,336,-2,-3879,9.473,9.354,912,
-4434,28433,-2933,29835,0,0,-58,137,61,258,-477,-3952,9.487,9.497,912,
-3479,29411,-1950,30818,0,0,-130,169,225,213,-592,-3971,9.153,9.373,912,
-2488,30396,-967,31801,0,0,-130,165,306,20,-357,-3813,9.5,9.442,912,
-1521,31384,16,-32752,0,0,-292,229,349,-154,-174,-3947,9.27,9.471,912,
-504,32375,999,-31769,0,0,-356,230,413,-179,-181,-3875,9.754,9.505,912,
494,-32174,1982,-30786,0,0,-370,146,582,-97,-392,-3902,9.569,9.46,912,
1471,-31195,2965,-29803,0,0,-648,219,484,-86,-558,-4011,9.37,9.384,912,
2463,-30202,3948,-28820,0,0,-597,251,489,228,-81,-3997,9.505,9.526,912,
3439,-29213,4931,-27837,0,0,-520,133,513,39,-155,-3473,9.358,9.481,912,
4374,-28232,5914,-26854,0,0,-624,163,336,179,-65,-3868,8.966,9.399,912,
5382,-27224,6897,-25871,0,0,-529,172,410,246,109,-3869,9.665,9.668,912,
6368,-26240,7880,-24888,0,0,-618,145,455,-68,-175,-3588,9.449,9.437,912,
7333,-25246,8863,-23905,0,0,-541,119,361,-64,-36,-3872,9.254,9.527,912,
8352,-24256,9847,-22921,0,0,-568,41,384,-251,82,-4044,9.776,9.491,912,
9303,-23254,10830,-21938,0,0,-696,13,379,-353,-46,-3941,9.112,9.604,912,
10319,-22262,11813,-20955,0,0,-749,-66,415,-196,-51,-4120,9.743,9.512,912,
11264,-21304,12796,-19972,0,0,-572,-219,356,-221,-121,-4120,9.061,9.187,912,
12280,-20281,13779,-18989,0,0,144,-526,-195,-519,-4,-4268,9.742,9.811,912,
13264,-19297,14762,-18006,0,0,278,-754,-420,-973,486,-5038,9.435,9.43,912,
14259,-18325,15745,-17023,0,0,290,-1167,-307,-433,688,-4874,9.534,9.323,912,
15227,-17486,16728,-16040,0,0,-48,-1364,-233,-285,-42,-4202,9.285,8.038,912,
16218,-16563,17711,-15057,0,0,-982,188,464,-188,-314,-3906,9.498,8.852,912,
17181,-15622,18694,-14074,0,0,-99,252,894,-1026,-303,-4417,9.232,9.022,912,
18159,-14650,19677,-13091,0,0,-254,359,425,-1732,-438,-4479,9.381,9.321,912,
19149,-13761,20660,-12108,0,0,86,616,-272,-830,29,-3842,9.493,8.525,912,
20130,-12853,21643,-11125,0,0,-755,-143,-305,-279,94,-3694,9.399,8.699,912,
21084,-11806,22626,-10142,0,0,-231,208,200,-374,451,-4506,9.147,10.035,912,
22073,-10795,23609,-9159,0,0,50,7,8,148,1039,-4944,9.488,9.702,912,
23049,-9845,24592,-8176,0,0,-364,163,-163,557,981,-4270,9.355,9.1,912,
24035,-8900,25575,-7193,0,0,-63,170,-158,888,306,-3636,9.447,9.059,912,
24996,-7885,26559,-6209,0,0,-208,132,-75,1101,-226,-4493,9.215,9.736,912,
25995,-6867,27542,-5226,0,0,46,185,-111,970,108,-3976,9.579,9.755,912,
27001,-5842,28525,-4243,0,0,59,179,-138,693,274,-4159,9.646,9.827,912,
27946,-4824,29508,-3260,0,0,16,110,-207,669,286,-4210,9.058,9.76,912,
28941,-3835,30491,-2277,0,0,155,200,-250,419,298,-3669,9.542,9.482,912,
29892,-2862,31474,-1294,0,0,192,229,-143,150,314,-3894,9.12,9.333,912,
30856,-1877,32457,-311,0,0,295,182,-240,156,308,-4084,9.244,9.448,912,
31867,-870,-32096,672,0,0,243,203,-309,-23,334,-3851,9.693,9.649,912,
-32653,85,-31113,1655,0,0,265,109,-392,-14,374,-3812,9.738,9.16,912,
-31685,1064,-30130,2638,0,0,737,285,-595,120,411,-4103,9.277,9.382,912,
-30683,2053,-29147,3621,0,0,692,206,-590,-26,591,-3781,9.605,9.481,912,
-29723,3032,-28164,4604,0,0,759,237,-607,3,542,-3584,9.202,9.384,912,
-28722,3988,-27181,5587,0,0,907,113,-602,124,252,-3880,9.603,9.169,912,
-27746,4978,-26198,6570,0,0,857,58,-502,53,-3,-3943,9.359,9.488,912,
-26754,5997,-25215,7553,0,0,887,35,-427,67,-82,-3751,9.509,9.776,912,
-25762,6969,-24231,8537,0,0,976,-28,-397,-14,-105,-3787,9.506,9.314,912,
-24740,7957,-23248,9520,0,0,932,-40,-307,-86,-238,-3923,9.803,9.479,912,
-23730,8911,-22265,10503,0,0,889,-103,-249,-154,-212,-3942,9.68,9.144,912,
-22775,9868,-21282,11486,0,0,932,-51,-328,-373,-279,-3886,9.155,9.174,912,
-21819,10816,-20299,12469,0,0,-10,-236,10,-377,-337,-4069,9.172,9.092,912,
-20873,11811,-19316,13452,0,0,-85,-275,375,-861,-428,-4400,9.061,9.538,912,
-19896,12828,-18333,14435,0,0,107,-71,462,-1375,-1112,-5292,9.373,9.749,912,
-18888,13816,-17350,15418,0,0,240,115,449,-961,-994,-4887,9.659,9.472,912,
-17904,14771,-16367,16401,0,0,-28,-39,514,-450,-216,-3842,9.434,9.159,912,
-16901,15746,-15384,17384,0,0,-551,-837,1199,-272,325,-3287,9.618,9.346,912,
-15931,16704,-14401,18367,0,0,-585,-1562,1802,-245,713,-3829,9.306,9.183,912,
-14922,17763,-13418,19350,0,0,780,-869,1359,-119,114,-4704,9.67,10.151,912,
-13962,18892,-12435,20333,0,0,-374,512,273,-560,-868,-5436,9.207,10.824,912,
-12963,19935,-11452,21316,0,0,27,660,-233,-915,92,-4284,9.578,10.002,912,
-12002,20900,-10469,22299,0,0,715,94,-353,-319,257,-2867,9.21,9.251,912,
-10995,21878,-9486,23282,0,0,-175,166,-291,-32,240,-4437,9.654,9.38,912,
-10015,22878,-8503,24265,0,0,89,109,377,323,-826,-5703,9.399,9.59,912,
-9037,23858,-7519,25249,0,0,277,122,736,1030,-1830,-3801,9.371,9.392,912,
-8039,24832,-6536,26232,0,0,2,146,392,990,-306,-3917,9.57,9.334,912,
-7073,25807,-5553,27215,0,0,90,125,123,774,516,-4417,9.258,9.356,912,
-6110,26790,-4570,28198,0,0,127,160,52,723,-7,-3843,9.237,9.42,912,
-5129,27778,-3587,29181,0,0,-3,122,121,548,-466,-3681,9.408,9.467,912,
-4141,28767,-2604,30164,0,0,-131,160,239,394,-494,-4216,9.464,9.486,912,
-3169,29749,-1621,31147,0,0,-16,186,302,71,-357,-3915,9.325,9.416,912,
-2198,30726,-638,32130,0,0,-210,303,250,-349,-267,-3758,9.312,9.362,912,
-1189,31722,345,-32423,0,0,-195,140,519,-233,-169,-3936,9.671,9.555,912,
-170,32695,1328,-31440,0,0,-538,213,590,-267,-681,-3925,9.768,9.323,912,
806,-31856,2311,-30457,0,0,-409,288,410,36,-77,-4164,9.358,9.452,912,
1825,-30868,3294,-29474,0,0,-408,195,510,-46,-337,-3764,9.766,9.469,912,
2760,-29875,4277,-28491,0,0,-710,123,445,148,-521,-3778,8.97,9.519,912,
3742,-28879,5260,-27508,0,0,-639,119,580,433,215,-3895,9.412,9.55,912,
4739,-27878,6243,-26525,0,0,-623,102,630,22,-48,-3387,9.561,9.597,912,
5716,-26905,7227,-25541,0,0,-696,149,389,79,-119,-3817,9.365,9.326,912,
6700,-25900,8210,-24558,0,0,-553,100,301,59,108,-4064,9.433,9.632,912,
7668,-24921,9193,-23575,0,0,-486,89,330,-364,-68,-3820,9.284,9.392,912,
8642,-23921,10176,-22592,0,0,-675,50,346,-365,42,-3978,9.332,9.59,912,
9654,-22911,11159,-21609,0,0,-678,-41,382,-182,14,-4062,9.706,9.679,912,
10622,-21955,12142,-20626,0,0,-788,-120,477,-255,-104,-4077,9.285,9.165,912,
11601,-20995,13125,-19643,0,0,-287,-225,268,-266,-83,-3925,9.384,9.204,912,
12614,-19953,14108,-18660,0,0,275,-587,-432,-558,59,-4495,9.705,9.99,912,
13604,-18986,15091,-17677,0,0,274,-891,-516,-998,761,-5298,9.496,9.266,912,
14548,-18075,16074,-16694,0,0,240,-1420,-273,-406,600,-4758,9.046,8.742,912,
15545,-17115,17057,-15711,0,0,-546,-841,-94,-337,-288,-3947,9.562,9.202,912,
16522,-16201,18040,-14728,0,0,-563,301,737,-184,-457,-3943,9.366,8.766,912,
17512,-15265,19023,-13745,0,0,-391,310,754,-1515,-483,-4443,9.498,8.967,912,
18449,-14272,20006,-12762,0,0,154,448,7,-1382,-127,-4234,8.975,9.527,912,
19433,-13390,20989,-11779,0,0,-376,320,-366,-558,107,-4116,9.435,8.449,912,
20439,-12452,21972,-10796,0,0,-456,-28,-3,-370,296,-3632,9.648,8.994,912,
21398,-11497,22955,-9813,0,0,-170,215,207,-304,383,-4825,9.196,9.158,912,
22390,-10458,23939,-8829,0,0,-163,-45,-10,274,1076,-4780,9.513,9.964,912,
23359,-9481,24922,-7846,0,0,-311,173,-17,637,777,-3874,9.29,9.361,912,
24348,-8515,25905,-6863,0,0,16,156,-63,976,156,-4000,9.478,9.264,912,
25325,-7510,26888,-5880,0,0,-80,160,-125,1155,-21,-4500,9.366,9.633,912,
26345,-6517,27871,-4897,0,0,-11,204,-90,949,257,-3870,9.781,9.52,912,
27306,-5537,28854,-3914,0,0,-1,67,-114,832,193,-4046,9.212,9.397,912,
28287,-4524,29837,-2931,0,0,58,218,-280,675,207,-4266,9.403,9.713,912,
29286,-3517,30820,-1948,0,0,139,170,-232,214,434,-3632,9.579,9.652,912,
30292,-2533,31803,-965,0,0,227,259,-161,123,373,-3864,9.648,9.441,912,
31230,-1543,-32750,18,0,0,319,179,-264,165,92,-4246,8.995,9.487,912,
32220,-543,-31767,1001,0,0,338,233,-340,-19,249,-3714,9.488,9.592,912,
-32346,434,-30784,1984,0,0,510,214,-203,116,446,-3792,9.304,9.361,912,
-31372,1432,-29801,2967,0,0,585,195,-324,172,309,-4039,9.338,9.575,912,
-30350,2420,-28818,3950,0,0,603,165,-234,83,335,-3803,9.796,9.47,912,
-29368,3389,-27835,4933,0,0,639,198,-142,72,163,-3706,9.414,9.284,912,
-28328,4352,-26852,5917,0,0,738,94,-282,167,23,-3926,9.974,9.238,912,
-27376,5315,-25868,6900,0,0,710,22,-399,-8,79,-3810,9.126,9.236,912,
-26404,6312,-24885,7883,0,0,964,-41,-425,-106,350,-3740,9.32,9.553,912,
-25403,7289,-23902,8866,0,0,1069,45,-461,-240,407,-3821,9.59,9.371,912,
-24416,8204,-22919,9849,0,0,1153,-153,-419,-193,63,-3987,9.47,8.772,912,
-23461,9217,-21936,10832,0,0,1045,-53,-447,-437,-176,-4075,9.153,9.705,912,
-22443,10244,-20953,11815,0,0,870,-103,-270,-400,-286,-4029,9.762,9.847,912,
