"V-rep data recorded Tue 25 Oct 2016 12:21:03 PM PDT "
"% Right Stride Frequency   = 0"
"% Left Stride Frequency    = 0"
"% Phase (Fractional)   = 0"
"% velroach+telem Vrep sim"
"Motor Gains = [ 1.000,  1.000,  1.000,0,0,  1.000,  1.000,  1.000,0,0]"
"% Columns: "
"% time | LPos | RPos | LRef | RRef | LPWM | RPWM | GyroX | GyroY | GyroZ | AX | AY | AZ | LEMF | REMF | BAT "
 1509999,   -29718,    15748,   -28144,    17367,    -0.0,    -0.0,    971,    357,  -1011,     4,    614,  -4362,   9.818,   9.206, 912
 1519999,   -28698,    16766,   -27161,    18350,    -0.0,    -0.0,   1073,    314,   -972,  -123,    494,  -4687,   9.776,   9.754, 912
 1529999,   -27724,    17728,   -26178,    19334,    -0.0,    -0.0,   1234,    246,   -959,  -152,    500,  -3970,   9.334,   9.228, 912
 1539999,   -26716,    18777,   -25195,    20317,    -0.0,    -0.0,   1324,    132,   -950,    53,    317,  -3766,   9.666,  10.057, 912
 1549999,   -25724,    19844,   -24212,    21300,    -0.0,    -0.0,   1472,     70,   -883,   230,     36,  -3876,   9.512,  10.224, 912
 1559999,   -24764,    20815,   -23228,    22283,    -0.0,     0.0,   1665,    -91,   -557,   317,    -71,  -3952,   9.208,   9.312, 912
 1569999,   -23790,    21859,   -22245,    23266,     0.0,     0.0,   1732,   -174,   -352,   434,   -404,  -3822,   9.339,  10.011, 912
 1579999,   -22787,    22880,   -21262,    24249,     0.0,     0.0,   1650,   -350,   -165,   422,   -605,  -3900,   9.614,   9.788, 912
 1589999,   -21830,    23830,   -20279,    25232,    -0.0,     0.0,    753,   -759,     33,   105,   -564,  -3794,   9.173,   9.107, 912
 1599999,   -20821,    24840,   -19296,    26215,    -0.0,    -0.0,   -673,  -1783,    188,  -393,   -585,  -4281,   9.669,   9.689, 912
 1609999,   -19830,    25813,   -18313,    27198,    -0.0,    -0.0,   1049,    230,    223, -1196,  -1463,  -5351,   9.506,   9.328, 912
 1619999,   -18873,    26795,   -17330,    28181,    -0.0,    -0.0,    662,    167,    932,  -923,  -1475,  -4522,   9.173,   9.411, 912
 1629999,   -17925,    27771,   -16347,    29164,    -0.0,    -0.0,    474,    153,    852, -1147,    231,  -3842,   9.094,   9.361, 912
 1639999,   -16919,    28729,   -15364,    30147,    -0.0,    -0.0,    518,    267,   1038,  -695,    428,  -4010,   9.641,   9.180, 912
 1649999,   -15922,    29715,   -14381,    31130,    -0.0,    -0.0,    282,    426,   1258,  -600,    562,  -3741,   9.559,   9.459, 912
 1659999,   -14933,    30706,   -13398,    32113,    -0.0,    -0.0,    366,    171,   1595,  -482,   -161,  -4008,   9.484,   9.492, 912
 1669999,   -13932,    31681,   -12415,   -32440,    -0.0,    -0.0,    -17,    482,   1746,  -471,  -1287,  -4415,   9.597,   9.350, 912
 1679999,   -12969,    32681,   -11432,   -31457,    -0.0,    -0.0,   -426,    454,   1796,   -45,  -1267,  -3953,   9.232,   9.590, 912
 1689999,   -11955,   -31884,   -10449,   -30474,    -0.0,    -0.0,   -153,    132,   1758,   400,   -825,  -3665,   9.723,   9.312, 912
